Age,Gender,Income,Education,Occupation
20-39,Male,Low,Bachelors,Prof-specialty
60-79,Male,Low,Assoc,Craft-repair
20-39,Male,Low,Assoc,Craft-repair
40-59,Male,Low,HS-grad,Adm-clerical
20-39,Any,Low,HS-grad,Adm-clerical
20-39,Male,High,Masters,Prof-specialty
20-39,Male,High,Bachelors,Tech-support
40-59,Any,High,Assoc,Adm-clerical
40-59,Female,Low,HS-grad,Sales
40-59,Male,High,Masters,Exec-managerial
20-39,Male,Low,Bachelors,Adm-clerical
40-59,Male,Low,HS-grad,Prof-specialty
20-39,Any,Low,HS-grad,Craft-repair
40-59,Any,Low,Bachelors,Prof-specialty
20-39,Female,Low,HS-grad,Exec-managerial
40-59,Male,Low,Masters,Sales
60-79,Female,Low,Bachelors,Other-service
20-39,Any,Low,Some-college,Craft-repair
0-19,Male,Low,HS-grad,Other-service
20-39,Any,Low,Doctorate,Craft-repair
40-59,Female,High,Bachelors,Adm-clerical
40-59,Male,High,Masters,Craft-repair
40-59,Female,High,Masters,Tech-support
40-59,Female,High,Bachelors,Sales
40-59,Female,Low,Assoc,Other-service
40-59,Female,High,Bachelors,Sales
40-59,Any,High,Some-college,Exec-managerial
40-59,Male,Low,HS-grad,Other-service
40-59,Female,Low,HS-grad,Other-service
40-59,Male,High,Bachelors,Sales
20-39,Male,Low,Some-college,Prof-specialty
20-39,Male,High,Bachelors,Tech-support
60-79,Male,High,Doctorate,Craft-repair
40-59,Male,Low,Some-college,Other-service
40-59,Female,Low,HS-grad,Other-service
40-59,Any,Low,Bachelors,Sales
20-39,Male,Low,HS-grad,Craft-repair
20-39,Male,Low,Masters,Adm-clerical
40-59,Any,Low,Some-college,Other-service
40-59,Female,High,Some-college,Tech-support
0-19,Female,High,Bachelors,Sales
20-39,Male,Low,Some-college,Other-service
60-79,Female,Low,HS-grad,Prof-specialty
20-39,Male,High,HS-grad,Other-service
0-19,Male,Low,Some-college,Craft-repair
60-79,Female,High,Assoc,Craft-repair
40-59,Female,High,HS-grad,Prof-specialty
20-39,Female,Low,HS-grad,Exec-managerial
20-39,Female,Low,HS-grad,Exec-managerial
40-59,Male,Low,Some-college,Sales
20-39,Male,Low,HS-grad,Adm-clerical
40-59,Female,High,Masters,Sales
40-59,Male,Low,HS-grad,Adm-clerical
40-59,Female,High,Bachelors,Tech-support
40-59,Female,Low,HS-grad,Craft-repair
20-39,Any,Low,Some-college,Sales
40-59,Male,Low,HS-grad,Prof-specialty
20-39,Male,High,Bachelors,Exec-managerial
0-19,Female,Low,Assoc,Craft-repair
40-59,Male,Low,HS-grad,Adm-clerical
40-59,Any,High,Doctorate,Exec-managerial
40-59,Male,Low,HS-grad,Craft-repair
40-59,Male,High,Bachelors,Adm-clerical
20-39,Male,Low,Bachelors,Sales
40-59,Female,Low,HS-grad,Craft-repair
20-39,Female,High,Some-college,Craft-repair
20-39,Male,Low,HS-grad,Exec-managerial
20-39,Female,Low,Bachelors,Prof-specialty
60-79,Male,High,Some-college,Prof-specialty
0-19,Male,Low,Assoc,Sales
40-59,Male,Low,HS-grad,Prof-specialty
0-19,Female,Low,Assoc,Prof-specialty
20-39,Male,Low,HS-grad,Exec-managerial
20-39,Female,High,Bachelors,Craft-repair
0-19,Female,Low,HS-grad,Sales
40-59,Male,Low,HS-grad,Craft-repair
20-39,Female,Low,HS-grad,Tech-support
0-19,Male,Low,Bachelors,Prof-specialty
40-59,Male,Low,HS-grad,Prof-specialty
40-59,Male,High,Bachelors,Prof-specialty
40-59,Male,Low,Doctorate,Other-service
40-59,Male,Low,HS-grad,Exec-managerial
40-59,Any,Low,HS-grad,Exec-managerial
40-59,Male,Low,HS-grad,Other-service
60-79,Any,Low,HS-grad,Prof-specialty
40-59,Male,Low,Some-college,Exec-managerial
20-39,Male,Low,Bachelors,Craft-repair
40-59,Male,High,HS-grad,Craft-repair
40-59,Female,Low,HS-grad,Tech-support
0-19,Female,Low,Bachelors,Craft-repair
40-59,Female,Low,HS-grad,Adm-clerical
60-79,Female,Low,Bachelors,Adm-clerical
40-59,Female,Low,Assoc,Other-service
40-59,Female,Low,HS-grad,Prof-specialty
40-59,Female,High,Some-college,Prof-specialty
20-39,Any,Low,Masters,Other-service
40-59,Any,High,Bachelors,Exec-managerial
20-39,Male,Low,Masters,Sales
20-39,Female,Low,Masters,Sales
40-59,Male,Low,Some-college,Prof-specialty
40-59,Female,Low,Some-college,Sales
20-39,Male,Low,Bachelors,Other-service
40-59,Male,High,Bachelors,Craft-repair
20-39,Male,Low,Bachelors,Adm-clerical
40-59,Female,High,Some-college,Tech-support
40-59,Male,Low,Masters,Exec-managerial
40-59,Any,Low,HS-grad,Prof-specialty
40-59,Female,Low,HS-grad,Craft-repair
40-59,Female,Low,Some-college,Tech-support
40-59,Male,Low,HS-grad,Sales
40-59,Any,Low,Bachelors,Other-service
20-39,Male,High,HS-grad,Prof-specialty
60-79,Female,Low,Bachelors,Other-service
40-59,Female,Low,Some-college,Prof-specialty
40-59,Female,Low,HS-grad,Prof-specialty
0-19,Any,Low,HS-grad,Sales
20-39,Any,Low,Some-college,Prof-specialty
40-59,Male,High,Bachelors,Prof-specialty
40-59,Male,Low,Some-college,Craft-repair
0-19,Female,Low,HS-grad,Exec-managerial
40-59,Any,Low,HS-grad,Sales
20-39,Male,Low,HS-grad,Adm-clerical
40-59,Female,Low,HS-grad,Sales
20-39,Female,High,Doctorate,Craft-repair
40-59,Male,High,HS-grad,Craft-repair
40-59,Female,Low,HS-grad,Sales
20-39,Female,Low,Assoc,Craft-repair
20-39,Female,High,Bachelors,Other-service
20-39,Male,Low,Some-college,Other-service
40-59,Any,Low,Bachelors,Exec-managerial
20-39,Male,Low,Assoc,Exec-managerial
0-19,Female,Low,HS-grad,Adm-clerical
40-59,Any,Low,HS-grad,Sales
20-39,Female,Low,Assoc,Craft-repair
20-39,Male,High,Masters,Other-service
0-19,Female,Low,Doctorate,Other-service
20-39,Male,Low,HS-grad,Adm-clerical
20-39,Female,Low,Assoc,Sales
40-59,Female,Low,Some-college,Prof-specialty
20-39,Any,Low,Bachelors,Prof-specialty
60-79,Male,High,Assoc,Craft-repair
20-39,Female,Low,HS-grad,Sales
20-39,Male,High,HS-grad,Craft-repair
40-59,Male,High,Bachelors,Other-service
40-59,Any,Low,Masters,Exec-managerial
20-39,Male,Low,HS-grad,Prof-specialty
20-39,Male,Low,Assoc,Other-service
40-59,Male,Low,Some-college,Sales
40-59,Female,High,Some-college,Prof-specialty
20-39,Male,Low,Some-college,Exec-managerial
20-39,Male,High,Assoc,Prof-specialty
40-59,Female,Low,HS-grad,Exec-managerial
20-39,Any,Low,Bachelors,Other-service
20-39,Male,Low,HS-grad,Craft-repair
20-39,Female,Low,Assoc,Exec-managerial
40-59,Male,High,Masters,Sales
40-59,Female,Low,HS-grad,Exec-managerial
20-39,Female,Low,HS-grad,Other-service
20-39,Female,Low,Some-college,Craft-repair
40-59,Male,Low,Some-college,Adm-clerical
20-39,Any,Low,Masters,Prof-specialty
40-59,Any,Low,Bachelors,Prof-specialty
20-39,Female,Low,Some-college,Other-service
20-39,Any,Low,Bachelors,Exec-managerial
20-39,Male,Low,Some-college,Adm-clerical
40-59,Any,High,HS-grad,Exec-managerial
20-39,Any,High,HS-grad,Exec-managerial
60-79,Female,High,HS-grad,Prof-specialty
20-39,Male,Low,Bachelors,Craft-repair
40-59,Male,Low,HS-grad,Prof-specialty
60-79,Any,Low,Bachelors,Other-service
20-39,Any,Low,HS-grad,Exec-managerial
0-19,Any,Low,Bachelors,Sales
40-59,Male,Low,HS-grad,Craft-repair
20-39,Any,Low,Some-college,Tech-support
20-39,Female,Low,HS-grad,Craft-repair
20-39,Female,Low,Some-college,Prof-specialty
40-59,Any,Low,HS-grad,Craft-repair
20-39,Female,Low,Some-college,Adm-clerical
20-39,Male,High,Masters,Craft-repair
40-59,Male,Low,HS-grad,Craft-repair
20-39,Female,Low,Bachelors,Other-service
20-39,Male,High,Bachelors,Craft-repair
20-39,Female,Low,Some-college,Other-service
20-39,Female,Low,Bachelors,Prof-specialty
20-39,Male,Low,Some-college,Craft-repair
40-59,Male,High,Bachelors,Exec-managerial
20-39,Male,Low,Masters,Craft-repair
20-39,Any,Low,Masters,Tech-support
20-39,Female,Low,HS-grad,Adm-clerical
20-39,Male,Low,Bachelors,Tech-support
40-59,Male,High,HS-grad,Adm-clerical
40-59,Female,Low,Some-college,Craft-repair
20-39,Female,Low,HS-grad,Adm-clerical
40-59,Male,Low,HS-grad,Sales
20-39,Any,High,Bachelors,Prof-specialty
40-59,Female,High,Assoc,Other-service
40-59,Male,Low,HS-grad,Exec-managerial
40-59,Any,Low,Bachelors,Adm-clerical
0-19,Female,Low,Bachelors,Sales
40-59,Female,Low,Assoc,Prof-specialty
40-59,Male,Low,Bachelors,Tech-support
20-39,Female,Low,HS-grad,Exec-managerial
40-59,Male,High,HS-grad,Sales
20-39,Female,Low,Bachelors,Craft-repair
20-39,Male,Low,HS-grad,Other-service
40-59,Any,High,Assoc,Craft-repair
0-19,Any,High,Assoc,Tech-support
20-39,Male,Low,Assoc,Craft-repair
40-59,Female,Low,HS-grad,Sales
0-19,Female,High,Bachelors,Tech-support
20-39,Male,High,Bachelors,Tech-support
20-39,Male,Low,HS-grad,Prof-specialty
20-39,Female,Low,HS-grad,Exec-managerial
20-39,Male,High,HS-grad,Tech-support
40-59,Female,High,Some-college,Prof-specialty
40-59,Male,High,Doctorate,Prof-specialty
40-59,Male,High,Masters,Craft-repair
40-59,Male,High,HS-grad,Exec-managerial
40-59,Female,Low,Some-college,Exec-managerial
20-39,Male,Low,HS-grad,Sales
40-59,Male,Low,HS-grad,Craft-repair
20-39,Any,Low,HS-grad,Exec-managerial
40-59,Female,Low,Bachelors,Tech-support
40-59,Male,High,Bachelors,Prof-specialty
40-59,Female,High,Masters,Other-service
20-39,Male,Low,Assoc,Craft-repair
40-59,Female,Low,HS-grad,Exec-managerial
0-19,Male,Low,Bachelors,Prof-specialty
40-59,Female,Low,HS-grad,Exec-managerial
20-39,Male,High,Some-college,Sales
20-39,Male,Low,Some-college,Adm-clerical
40-59,Female,Low,HS-grad,Prof-specialty
20-39,Male,Low,HS-grad,Adm-clerical
20-39,Male,High,HS-grad,Prof-specialty
20-39,Any,Low,HS-grad,Tech-support
40-59,Female,High,Assoc,Adm-clerical
40-59,Male,Low,HS-grad,Exec-managerial
40-59,Male,Low,Some-college,Prof-specialty
40-59,Female,High,Doctorate,Sales
20-39,Male,Low,Bachelors,Adm-clerical
40-59,Female,High,Some-college,Exec-managerial
40-59,Female,High,Assoc,Sales
0-19,Male,Low,HS-grad,Prof-specialty
40-59,Female,Low,HS-grad,Sales
20-39,Any,Low,Some-college,Exec-managerial
20-39,Male,Low,Some-college,Other-service
20-39,Female,Low,Masters,Adm-clerical
20-39,Any,Low,HS-grad,Adm-clerical
60-79,Male,High,Bachelors,Prof-specialty
20-39,Male,Low,Bachelors,Prof-specialty
20-39,Male,High,Doctorate,Prof-specialty
20-39,Any,Low,HS-grad,Craft-repair
60-79,Any,Low,HS-grad,Craft-repair
20-39,Female,Low,Assoc,Sales
20-39,Male,Low,Bachelors,Craft-repair
20-39,Female,Low,HS-grad,Sales
20-39,Female,Low,HS-grad,Sales
20-39,Any,High,Masters,Adm-clerical
60-79,Male,High,Bachelors,Sales
40-59,Male,Low,Bachelors,Tech-support
20-39,Any,High,Assoc,Tech-support
40-59,Any,Low,HS-grad,Adm-clerical
20-39,Male,Low,HS-grad,Prof-specialty
0-19,Male,Low,Bachelors,Other-service
40-59,Female,High,Assoc,Prof-specialty
40-59,Female,Low,HS-grad,Craft-repair
40-59,Female,High,Bachelors,Craft-repair
20-39,Male,Low,HS-grad,Sales
20-39,Male,Low,HS-grad,Sales
40-59,Female,High,Assoc,Other-service
40-59,Any,Low,HS-grad,Other-service
20-39,Female,High,HS-grad,Exec-managerial
0-19,Female,High,Masters,Prof-specialty
40-59,Any,Low,Some-college,Adm-clerical
40-59,Female,High,Some-college,Adm-clerical
20-39,Male,Low,Masters,Adm-clerical
40-59,Any,Low,HS-grad,Other-service
40-59,Any,High,Bachelors,Adm-clerical
40-59,Male,Low,HS-grad,Prof-specialty
40-59,Female,Low,HS-grad,Exec-managerial
20-39,Female,Low,Bachelors,Exec-managerial
0-19,Any,Low,HS-grad,Prof-specialty
20-39,Male,Low,Assoc,Adm-clerical
40-59,Any,High,Assoc,Exec-managerial
20-39,Any,High,Masters,Prof-specialty
20-39,Female,Low,HS-grad,Tech-support
0-19,Female,Low,HS-grad,Sales
60-79,Male,Low,Assoc,Tech-support
40-59,Male,High,Some-college,Exec-managerial
40-59,Male,High,Bachelors,Adm-clerical
40-59,Male,High,Masters,Exec-managerial
40-59,Female,Low,HS-grad,Other-service
20-39,Female,Low,HS-grad,Craft-repair
20-39,Female,Low,Bachelors,Craft-repair
20-39,Male,Low,Bachelors,Other-service
60-79,Any,Low,HS-grad,Other-service
40-59,Female,Low,Bachelors,Adm-clerical
20-39,Male,Low,Masters,Sales
40-59,Female,Low,Some-college,Exec-managerial
20-39,Female,Low,HS-grad,Prof-specialty
40-59,Any,High,Bachelors,Prof-specialty
20-39,Male,Low,Masters,Other-service
40-59,Any,Low,Doctorate,Craft-repair
40-59,Male,Low,HS-grad,Sales
40-59,Any,Low,Assoc,Adm-clerical
40-59,Male,High,Masters,Prof-specialty
20-39,Male,Low,Bachelors,Sales
20-39,Male,Low,HS-grad,Sales
20-39,Any,Low,HS-grad,Other-service
20-39,Male,Low,Some-college,Sales
40-59,Female,Low,HS-grad,Sales
20-39,Female,Low,HS-grad,Craft-repair
20-39,Male,High,Assoc,Other-service
20-39,Male,Low,HS-grad,Prof-specialty
40-59,Male,High,Assoc,Exec-managerial
40-59,Male,High,Some-college,Prof-specialty
40-59,Female,High,Masters,Exec-managerial
20-39,Male,Low,HS-grad,Prof-specialty
40-59,Female,High,Bachelors,Exec-managerial
20-39,Male,High,Bachelors,Craft-repair
20-39,Female,Low,Assoc,Other-service
40-59,Male,Low,HS-grad,Other-service
40-59,Male,High,HS-grad,Prof-specialty
20-39,Male,Low,Assoc,Other-service
20-39,Female,Low,HS-grad,Exec-managerial
40-59,Any,High,Bachelors,Exec-managerial
60-79,Female,Low,HS-grad,Other-service
0-19,Female,Low,HS-grad,Prof-specialty
40-59,Male,High,Bachelors,Sales
20-39,Any,Low,Bachelors,Exec-managerial
20-39,Male,Low,Bachelors,Exec-managerial
20-39,Female,Low,Some-college,Adm-clerical
20-39,Female,Low,Bachelors,Other-service
20-39,Male,High,Doctorate,Craft-repair
20-39,Female,Low,HS-grad,Prof-specialty
20-39,Any,Low,HS-grad,Adm-clerical
20-39,Female,Low,HS-grad,Sales
40-59,Female,High,Masters,Exec-managerial
40-59,Male,Low,Some-college,Sales
40-59,Female,High,Bachelors,Prof-specialty
0-19,Female,Low,Some-college,Adm-clerical
40-59,Male,Low,Bachelors,Adm-clerical
40-59,Male,High,Masters,Craft-repair
20-39,Male,Low,Some-college,Sales
20-39,Female,Low,Some-college,Tech-support
20-39,Male,Low,HS-grad,Exec-managerial
60-79,Any,High,Some-college,Prof-specialty
60-79,Female,Low,HS-grad,Craft-repair
0-19,Any,High,Masters,Other-service
60-79,Male,High,Some-college,Other-service
20-39,Male,Low,HS-grad,Sales
40-59,Male,High,HS-grad,Adm-clerical
40-59,Any,Low,Some-college,Exec-managerial
20-39,Male,Low,Assoc,Other-service
40-59,Male,Low,HS-grad,Craft-repair
20-39,Female,Low,HS-grad,Sales
40-59,Any,Low,Some-college,Other-service
40-59,Female,High,Doctorate,Sales
40-59,Male,Low,Masters,Prof-specialty
40-59,Female,Low,HS-grad,Prof-specialty
20-39,Any,Low,Bachelors,Other-service
40-59,Male,High,Masters,Exec-managerial
40-59,Any,Low,Masters,Other-service
40-59,Female,Low,Some-college,Exec-managerial
20-39,Any,Low,Bachelors,Sales
20-39,Any,Low,Bachelors,Other-service
20-39,Male,Low,HS-grad,Prof-specialty
20-39,Any,Low,HS-grad,Craft-repair
40-59,Female,Low,Some-college,Adm-clerical
40-59,Male,Low,HS-grad,Tech-support
20-39,Female,Low,Some-college,Prof-specialty
40-59,Male,High,Masters,Craft-repair
40-59,Female,High,Masters,Tech-support
40-59,Any,High,HS-grad,Other-service
20-39,Male,Low,HS-grad,Other-service
40-59,Male,High,Bachelors,Prof-specialty
20-39,Male,Low,Some-college,Other-service
40-59,Any,Low,HS-grad,Tech-support
20-39,Female,Low,Masters,Adm-clerical
20-39,Female,Low,HS-grad,Other-service
20-39,Male,Low,HS-grad,Prof-specialty
40-59,Male,High,Bachelors,Other-service
20-39,Any,Low,Bachelors,Sales
60-79,Male,Low,Some-college,Sales
20-39,Any,High,Bachelors,Exec-managerial
20-39,Any,Low,Assoc,Adm-clerical
40-59,Male,Low,HS-grad,Craft-repair
40-59,Male,High,Bachelors,Sales
40-59,Male,Low,HS-grad,Tech-support
40-59,Male,Low,Some-college,Adm-clerical
0-19,Male,Low,Some-college,Craft-repair
20-39,Female,Low,Some-college,Sales
20-39,Male,Low,HS-grad,Craft-repair
0-19,Female,Low,Masters,Adm-clerical
40-59,Any,Low,Some-college,Adm-clerical
0-19,Female,Low,Assoc,Prof-specialty
20-39,Female,High,Some-college,Prof-specialty
20-39,Any,Low,Masters,Tech-support
20-39,Any,Low,Some-college,Craft-repair
40-59,Any,High,Some-college,Adm-clerical
40-59,Male,Low,Bachelors,Sales
40-59,Female,Low,Masters,Other-service
40-59,Female,Low,Some-college,Exec-managerial
40-59,Male,Low,Some-college,Tech-support
20-39,Any,High,Bachelors,Sales
40-59,Male,High,Bachelors,Other-service
40-59,Male,High,Some-college,Exec-managerial
40-59,Male,High,Masters,Adm-clerical
20-39,Male,High,Some-college,Adm-clerical
20-39,Any,Low,Some-college,Sales
20-39,Male,Low,Bachelors,Tech-support
40-59,Male,Low,Doctorate,Exec-managerial
20-39,Female,Low,HS-grad,Adm-clerical
20-39,Female,Low,HS-grad,Adm-clerical
20-39,Female,Low,HS-grad,Prof-specialty
20-39,Male,Low,Bachelors,Other-service
40-59,Male,Low,Some-college,Exec-managerial
40-59,Female,Low,Some-college,Sales
20-39,Male,Low,HS-grad,Prof-specialty
40-59,Female,Low,Assoc,Other-service
20-39,Female,Low,Some-college,Tech-support
20-39,Male,Low,Bachelors,Craft-repair
40-59,Female,Low,HS-grad,Sales
20-39,Any,Low,HS-grad,Tech-support
20-39,Male,Low,HS-grad,Other-service
40-59,Any,Low,Some-college,Prof-specialty
40-59,Male,High,Some-college,Craft-repair
20-39,Male,Low,HS-grad,Prof-specialty
20-39,Male,Low,Some-college,Sales
40-59,Male,High,HS-grad,Craft-repair
20-39,Female,Low,Some-college,Other-service
60-79,Male,Low,HS-grad,Craft-repair
20-39,Any,Low,HS-grad,Other-service
0-19,Female,Low,HS-grad,Exec-managerial
40-59,Any,Low,Bachelors,Adm-clerical
60-79,Any,Low,Assoc,Prof-specialty
40-59,Any,High,Bachelors,Prof-specialty
60-79,Female,Low,HS-grad,Tech-support
20-39,Male,High,Doctorate,Prof-specialty
40-59,Female,High,Doctorate,Adm-clerical
20-39,Female,Low,Some-college,Other-service
40-59,Male,Low,HS-grad,Prof-specialty
20-39,Female,High,Bachelors,Craft-repair
20-39,Male,High,Doctorate,Other-service
20-39,Female,High,Masters,Adm-clerical
40-59,Male,Low,Bachelors,Adm-clerical
40-59,Male,High,Bachelors,Prof-specialty
40-59,Male,Low,Doctorate,Prof-specialty
20-39,Male,Low,HS-grad,Prof-specialty
20-39,Female,Low,HS-grad,Other-service
20-39,Male,High,Masters,Craft-repair
40-59,Male,Low,HS-grad,Other-service
40-59,Male,High,Some-college,Adm-clerical
40-59,Male,Low,HS-grad,Adm-clerical
20-39,Any,Low,HS-grad,Craft-repair
0-19,Male,Low,HS-grad,Adm-clerical
0-19,Female,Low,Bachelors,Exec-managerial
40-59,Any,Low,Some-college,Tech-support
20-39,Male,High,Bachelors,Tech-support
20-39,Male,Low,HS-grad,Sales
60-79,Female,Low,Assoc,Adm-clerical
40-59,Male,Low,Bachelors,Tech-support
20-39,Male,High,Doctorate,Exec-managerial
20-39,Male,Low,Some-college,Sales
20-39,Female,Low,HS-grad,Sales
40-59,Female,Low,Masters,Craft-repair
60-79,Female,High,Masters,Prof-specialty
40-59,Female,Low,HS-grad,Other-service
40-59,Male,High,Bachelors,Craft-repair
40-59,Female,Low,Bachelors,Sales
20-39,Male,Low,HS-grad,Other-service
40-59,Any,High,Bachelors,Exec-managerial
20-39,Female,Low,HS-grad,Exec-managerial
0-19,Any,Low,HS-grad,Exec-managerial
0-19,Male,High,Assoc,Tech-support
20-39,Female,High,Some-college,Exec-managerial
40-59,Female,Low,Masters,Prof-specialty
40-59,Male,Low,Bachelors,Craft-repair
40-59,Male,Low,Doctorate,Other-service
60-79,Any,Low,Some-college,Other-service
20-39,Male,Low,Some-college,Prof-specialty
20-39,Any,Low,HS-grad,Other-service
40-59,Male,Low,Bachelors,Sales
20-39,Female,Low,Some-college,Other-service
20-39,Any,Low,Bachelors,Craft-repair
0-19,Male,High,Some-college,Craft-repair
40-59,Any,Low,HS-grad,Other-service
20-39,Female,High,Assoc,Exec-managerial
60-79,Female,High,Masters,Exec-managerial
20-39,Female,Low,Some-college,Sales
40-59,Female,High,Bachelors,Prof-specialty
20-39,Any,Low,Some-college,Exec-managerial
20-39,Male,High,Masters,Exec-managerial
20-39,Female,Low,Some-college,Exec-managerial
40-59,Male,High,Some-college,Adm-clerical
40-59,Female,Low,HS-grad,Craft-repair
20-39,Male,Low,HS-grad,Prof-specialty
20-39,Female,High,Masters,Sales
20-39,Male,Low,Some-college,Exec-managerial
60-79,Female,High,HS-grad,Exec-managerial
20-39,Female,Low,HS-grad,Sales
40-59,Male,High,Some-college,Adm-clerical
20-39,Male,Low,Bachelors,Exec-managerial
40-59,Male,Low,Some-college,Craft-repair
20-39,Female,Low,Bachelors,Sales
20-39,Female,Low,Assoc,Adm-clerical
40-59,Male,Low,Some-college,Exec-managerial
60-79,Male,High,Masters,Prof-specialty
40-59,Male,Low,HS-grad,Tech-support
40-59,Female,Low,Some-college,Sales
40-59,Female,Low,HS-grad,Other-service
60-79,Male,High,HS-grad,Sales
20-39,Male,Low,HS-grad,Exec-managerial
60-79,Female,Low,HS-grad,Craft-repair
20-39,Male,High,Masters,Adm-clerical
20-39,Male,High,Some-college,Craft-repair
20-39,Female,Low,Assoc,Adm-clerical
60-79,Female,High,Some-college,Exec-managerial
40-59,Any,High,Bachelors,Sales
20-39,Female,High,HS-grad,Sales
40-59,Male,Low,Some-college,Craft-repair
40-59,Male,Low,Some-college,Prof-specialty
60-79,Female,High,Assoc,Craft-repair
0-19,Male,Low,Assoc,Prof-specialty
20-39,Female,Low,HS-grad,Prof-specialty
20-39,Female,Low,Bachelors,Craft-repair
0-19,Male,Low,Bachelors,Craft-repair
40-59,Male,Low,Bachelors,Other-service
20-39,Female,Low,HS-grad,Prof-specialty
40-59,Any,Low,Bachelors,Prof-specialty
60-79,Male,Low,Masters,Adm-clerical
20-39,Male,Low,Some-college,Craft-repair
20-39,Male,High,Some-college,Exec-managerial
40-59,Female,Low,HS-grad,Other-service
40-59,Female,Low,Assoc,Craft-repair
20-39,Any,Low,HS-grad,Craft-repair
20-39,Any,Low,HS-grad,Other-service
40-59,Male,Low,HS-grad,Prof-specialty
40-59,Female,Low,Masters,Craft-repair
0-19,Any,High,Bachelors,Prof-specialty
20-39,Female,Low,HS-grad,Prof-specialty
40-59,Any,Low,HS-grad,Other-service
40-59,Female,Low,Masters,Adm-clerical
20-39,Male,High,Some-college,Sales
20-39,Male,Low,HS-grad,Craft-repair
20-39,Female,High,Doctorate,Tech-support
40-59,Any,High,HS-grad,Tech-support
20-39,Male,Low,Some-college,Tech-support
20-39,Any,Low,HS-grad,Tech-support
40-59,Male,Low,Bachelors,Sales
20-39,Male,High,Masters,Adm-clerical
40-59,Male,Low,Some-college,Adm-clerical
20-39,Male,High,Bachelors,Exec-managerial
40-59,Male,Low,Assoc,Prof-specialty
40-59,Male,Low,Masters,Craft-repair
40-59,Male,Low,Some-college,Sales
40-59,Any,Low,Some-college,Sales
20-39,Female,Low,Assoc,Other-service
20-39,Female,Low,HS-grad,Exec-managerial
20-39,Female,Low,HS-grad,Sales
40-59,Male,Low,HS-grad,Sales
20-39,Female,Low,Masters,Other-service
20-39,Female,Low,HS-grad,Sales
20-39,Female,Low,HS-grad,Craft-repair
40-59,Male,Low,Bachelors,Adm-clerical
20-39,Male,Low,HS-grad,Other-service
40-59,Male,Low,HS-grad,Sales
40-59,Female,Low,Some-college,Tech-support
40-59,Female,Low,HS-grad,Sales
40-59,Male,High,Doctorate,Sales
40-59,Male,Low,HS-grad,Sales
20-39,Male,Low,Masters,Other-service
20-39,Male,Low,Some-college,Other-service
20-39,Female,Low,HS-grad,Exec-managerial
20-39,Any,High,HS-grad,Adm-clerical
20-39,Male,Low,Some-college,Adm-clerical
20-39,Any,Low,Some-college,Exec-managerial
20-39,Male,High,HS-grad,Tech-support
20-39,Female,Low,Doctorate,Tech-support
20-39,Female,Low,Some-college,Exec-managerial
40-59,Any,Low,Assoc,Craft-repair
40-59,Male,Low,HS-grad,Prof-specialty
60-79,Any,High,HS-grad,Tech-support
40-59,Female,Low,Bachelors,Prof-specialty
20-39,Male,Low,HS-grad,Adm-clerical
20-39,Female,Low,HS-grad,Exec-managerial
40-59,Female,High,HS-grad,Prof-specialty
40-59,Male,Low,HS-grad,Prof-specialty
60-79,Male,Low,Masters,Tech-support
20-39,Male,Low,HS-grad,Other-service
40-59,Any,High,Doctorate,Adm-clerical
40-59,Female,Low,HS-grad,Craft-repair
0-19,Any,Low,Some-college,Exec-managerial
40-59,Male,Low,Some-college,Craft-repair
40-59,Male,High,Some-college,Exec-managerial
20-39,Any,Low,Assoc,Adm-clerical
20-39,Female,Low,Masters,Adm-clerical
0-19,Female,Low,HS-grad,Tech-support
20-39,Female,Low,Some-college,Adm-clerical
40-59,Any,High,Masters,Tech-support
20-39,Male,Low,HS-grad,Craft-repair
20-39,Female,Low,Some-college,Craft-repair
40-59,Any,Low,HS-grad,Adm-clerical
20-39,Female,Low,Some-college,Adm-clerical
20-39,Female,Low,Some-college,Exec-managerial
40-59,Female,Low,Some-college,Tech-support
20-39,Female,Low,Assoc,Other-service
20-39,Male,High,Some-college,Adm-clerical
40-59,Any,High,Assoc,Adm-clerical
40-59,Female,Low,Bachelors,Adm-clerical
40-59,Any,Low,Some-college,Sales
20-39,Male,Low,Some-college,Craft-repair
40-59,Male,Low,Some-college,Craft-repair
20-39,Female,Low,Masters,Other-service
60-79,Female,High,HS-grad,Tech-support
20-39,Male,Low,Assoc,Sales
40-59,Male,Low,Bachelors,Craft-repair
20-39,Female,Low,Bachelors,Exec-managerial
60-79,Male,Low,Some-college,Craft-repair
40-59,Female,Low,Bachelors,Sales
20-39,Male,High,Bachelors,Sales
20-39,Any,Low,Bachelors,Adm-clerical
40-59,Male,Low,HS-grad,Other-service
40-59,Female,High,Bachelors,Prof-specialty
20-39,Female,Low,Some-college,Sales
40-59,Any,Low,Bachelors,Adm-clerical
40-59,Female,Low,Some-college,Exec-managerial
40-59,Male,High,HS-grad,Adm-clerical
20-39,Male,Low,Bachelors,Sales
20-39,Female,Low,Some-college,Adm-clerical
40-59,Any,Low,Bachelors,Exec-managerial
40-59,Any,Low,Bachelors,Sales
60-79,Male,High,Bachelors,Sales
40-59,Male,Low,Bachelors,Sales
40-59,Female,Low,HS-grad,Sales
40-59,Any,High,HS-grad,Sales
20-39,Male,High,Bachelors,Sales
20-39,Male,High,HS-grad,Exec-managerial
20-39,Female,Low,HS-grad,Adm-clerical
