Age,Gender,Income,Education,Occupation
45,Female,0,Assoc,Other-service
52,Female,1,Doctorate,Adm-clerical
40,Female,0,Masters,Sales
22,Male,0,HS-grad,Other-service
21,Male,0,HS-grad,Sales
20,Male,0,HS-grad,Prof-specialty
18,Female,0,Some-college,Other-service
40,Male,0,HS-grad,Sales
54,Female,0,Assoc,Craft-repair
39,Male,0,Bachelors,Craft-repair
18,Male,0,Some-college,Prof-specialty
37,Female,0,HS-grad,Exec-managerial
37,Female,1,Some-college,Exec-managerial
66,Female,0,Some-college,Craft-repair
20,Female,0,Bachelors,Tech-support
34,Female,1,HS-grad,Sales
61,Female,1,Masters,Exec-managerial
45,Female,0,HS-grad,Craft-repair
46,Female,0,HS-grad,Adm-clerical
40,Female,0,Doctorate,Adm-clerical
43,Male,0,HS-grad,Prof-specialty
49,Female,0,HS-grad,Adm-clerical
28,Male,0,Bachelors,Other-service
50,Female,1,Some-college,Craft-repair
21,Female,0,HS-grad,Adm-clerical
43,Female,0,HS-grad,Tech-support
41,Male,0,HS-grad,Exec-managerial
31,Female,0,Some-college,Exec-managerial
39,Male,0,HS-grad,Adm-clerical
31,Female,0,Masters,Sales
25,Male,0,Assoc,Exec-managerial
34,Female,0,HS-grad,Tech-support
25,Female,0,Some-college,Prof-specialty
43,Male,0,HS-grad,Tech-support
24,Female,0,HS-grad,Prof-specialty
48,Female,0,HS-grad,Sales
24,Male,1,Masters,Sales
32,Female,0,Some-college,Prof-specialty
31,Female,0,Some-college,Sales
56,Female,0,Bachelors,Sales
43,Female,1,Masters,Adm-clerical
36,Male,0,HS-grad,Sales
45,Male,0,HS-grad,Craft-repair
18,Male,0,Doctorate,Prof-specialty
38,Female,0,HS-grad,Adm-clerical
65,Male,1,Bachelors,Adm-clerical
41,Male,0,Bachelors,Adm-clerical
40,Female,0,Some-college,Adm-clerical
46,Male,0,HS-grad,Adm-clerical
51,Male,0,HS-grad,Adm-clerical
18,Male,0,Some-college,Prof-specialty
18,Female,0,Some-college,Exec-managerial
42,Female,0,Masters,Other-service
30,Male,1,Bachelors,Tech-support
56,Male,1,Assoc,Adm-clerical
35,Female,1,Doctorate,Exec-managerial
18,Female,1,Bachelors,Exec-managerial
23,Male,0,HS-grad,Exec-managerial
18,Female,0,Some-college,Prof-specialty
36,Female,0,Bachelors,Sales
37,Male,0,Bachelors,Sales
33,Female,0,HS-grad,Exec-managerial
53,Female,0,Bachelors,Sales
55,Female,0,Some-college,Craft-repair
37,Male,0,Some-college,Tech-support
18,Female,1,Masters,Other-service
47,Male,1,Some-college,Craft-repair
46,Male,0,Some-college,Sales
43,Male,1,Bachelors,Tech-support
52,Male,0,Bachelors,Prof-specialty
24,Male,0,HS-grad,Adm-clerical
65,Female,1,Bachelors,Sales
27,Male,0,Some-college,Exec-managerial
49,Male,1,Bachelors,Craft-repair
18,Male,0,HS-grad,Prof-specialty
27,Female,0,Doctorate,Exec-managerial
59,Female,1,Masters,Adm-clerical
36,Male,1,Some-college,Other-service
50,Female,0,HS-grad,Craft-repair
42,Male,1,Some-college,Prof-specialty
38,Female,0,Bachelors,Sales
57,Male,1,Bachelors,Adm-clerical
36,Male,0,Bachelors,Sales
18,Female,0,Assoc,Sales
29,Female,0,Some-college,Prof-specialty
46,Male,1,Bachelors,Prof-specialty
44,Female,0,Some-college,Other-service
19,Female,0,Bachelors,Other-service
30,Male,0,Some-college,Adm-clerical
31,Female,1,Masters,Exec-managerial
34,Male,0,HS-grad,Prof-specialty
21,Female,0,HS-grad,Other-service
31,Female,0,HS-grad,Tech-support
30,Male,0,Assoc,Exec-managerial
49,Female,0,Some-college,Other-service
50,Female,0,Some-college,Exec-managerial
37,Male,0,Some-college,Craft-repair
34,Male,1,Some-college,Prof-specialty
41,Male,1,Assoc,Exec-managerial
28,Male,0,Doctorate,Prof-specialty
24,Female,1,Masters,Exec-managerial
27,Female,1,Masters,Sales
31,Male,0,HS-grad,Other-service
24,Male,0,HS-grad,Craft-repair
41,Male,0,Bachelors,Prof-specialty
48,Female,0,Bachelors,Sales
18,Female,0,HS-grad,Adm-clerical
39,Female,0,Bachelors,Sales
36,Male,1,HS-grad,Prof-specialty
43,Male,0,HS-grad,Adm-clerical
39,Female,0,HS-grad,Tech-support
20,Female,1,Masters,Exec-managerial
23,Female,0,Bachelors,Craft-repair
39,Female,0,Some-college,Craft-repair
52,Male,1,Masters,Sales
18,Male,0,Masters,Other-service
43,Female,0,Some-college,Exec-managerial
54,Male,0,Masters,Adm-clerical
37,Male,0,HS-grad,Adm-clerical
46,Female,0,Some-college,Sales
30,Female,0,HS-grad,Exec-managerial
37,Male,0,Some-college,Exec-managerial
18,Female,0,Some-college,Exec-managerial
18,Male,0,HS-grad,Prof-specialty
51,Male,0,Some-college,Sales
26,Female,1,Bachelors,Prof-specialty
33,Female,1,Bachelors,Craft-repair
21,Male,0,HS-grad,Prof-specialty
21,Female,0,HS-grad,Prof-specialty
37,Male,0,Some-college,Prof-specialty
30,Male,1,Masters,Adm-clerical
44,Male,0,Assoc,Adm-clerical
45,Male,0,HS-grad,Prof-specialty
43,Male,0,Bachelors,Craft-repair
42,Male,1,Bachelors,Prof-specialty
60,Female,1,Doctorate,Exec-managerial
25,Female,0,HS-grad,Craft-repair
38,Female,0,Some-college,Sales
54,Female,1,Bachelors,Exec-managerial
55,Female,1,HS-grad,Adm-clerical
21,Female,0,HS-grad,Tech-support
35,Female,0,HS-grad,Exec-managerial
57,Female,1,Some-college,Other-service
46,Female,1,Bachelors,Craft-repair
42,Male,0,Bachelors,Tech-support
36,Male,0,HS-grad,Tech-support
34,Male,0,Assoc,Adm-clerical
43,Male,1,Some-college,Prof-specialty
36,Male,0,Doctorate,Sales
38,Male,0,HS-grad,Prof-specialty
40,Female,0,Masters,Exec-managerial
30,Male,0,Assoc,Other-service
46,Female,1,Masters,Sales
75,Male,1,Masters,Other-service
18,Male,0,Some-college,Tech-support
43,Female,0,Bachelors,Tech-support
29,Male,0,Bachelors,Sales
47,Female,0,Some-college,Sales
40,Female,0,Doctorate,Other-service
49,Female,1,HS-grad,Prof-specialty
54,Female,0,Some-college,Adm-clerical
42,Female,1,Assoc,Prof-specialty
54,Male,0,HS-grad,Adm-clerical
18,Male,0,HS-grad,Other-service
60,Female,0,HS-grad,Sales
44,Male,1,Masters,Prof-specialty
53,Female,1,Assoc,Craft-repair
23,Female,0,HS-grad,Prof-specialty
28,Male,0,Bachelors,Exec-managerial
41,Male,0,Bachelors,Sales
39,Female,0,Bachelors,Prof-specialty
43,Female,0,Bachelors,Prof-specialty
53,Male,0,Doctorate,Craft-repair
18,Male,0,Some-college,Prof-specialty
52,Female,0,HS-grad,Prof-specialty
39,Female,1,Bachelors,Tech-support
36,Female,0,Some-college,Other-service
20,Male,1,Some-college,Sales
46,Male,0,HS-grad,Craft-repair
18,Male,0,HS-grad,Adm-clerical
47,Female,0,Assoc,Other-service
20,Male,0,HS-grad,Other-service
40,Male,0,Bachelors,Adm-clerical
37,Female,0,Masters,Sales
54,Male,1,HS-grad,Exec-managerial
37,Female,0,HS-grad,Adm-clerical
30,Female,1,Some-college,Other-service
32,Male,0,Some-college,Other-service
56,Female,0,Some-college,Other-service
46,Male,0,Bachelors,Adm-clerical
34,Male,0,HS-grad,Prof-specialty
36,Female,0,HS-grad,Other-service
19,Female,0,HS-grad,Sales
44,Male,0,Some-college,Exec-managerial
18,Female,0,Some-college,Prof-specialty
49,Male,0,Assoc,Adm-clerical
41,Female,0,HS-grad,Prof-specialty
70,Female,1,Some-college,Tech-support
25,Male,0,Bachelors,Adm-clerical
38,Female,1,Bachelors,Adm-clerical
62,Male,1,Bachelors,Prof-specialty
54,Male,1,HS-grad,Prof-specialty
30,Female,1,Bachelors,Exec-managerial
42,Male,0,HS-grad,Adm-clerical
39,Male,0,Masters,Sales
43,Male,1,HS-grad,Craft-repair
30,Female,0,Bachelors,Sales
38,Female,1,Bachelors,Prof-specialty
18,Male,1,Bachelors,Exec-managerial
41,Male,1,HS-grad,Prof-specialty
45,Male,1,Bachelors,Sales
36,Male,1,Bachelors,Prof-specialty
18,Male,1,Some-college,Prof-specialty
52,Female,0,Some-college,Exec-managerial
44,Male,0,HS-grad,Exec-managerial
30,Female,0,HS-grad,Prof-specialty
35,Female,1,Masters,Exec-managerial
19,Male,0,Some-college,Exec-managerial
26,Male,1,Bachelors,Craft-repair
32,Female,0,Bachelors,Sales
55,Male,1,Bachelors,Adm-clerical
31,Male,0,Bachelors,Other-service
47,Male,1,Bachelors,Prof-specialty
32,Male,0,Some-college,Adm-clerical
42,Female,0,HS-grad,Sales
37,Male,1,Masters,Exec-managerial
50,Female,1,Doctorate,Other-service
32,Female,0,Some-college,Other-service
19,Female,0,Assoc,Tech-support
21,Female,0,Doctorate,Prof-specialty
32,Male,0,Some-college,Other-service
23,Female,1,Bachelors,Sales
44,Male,1,Bachelors,Tech-support
33,Female,0,HS-grad,Craft-repair
70,Female,0,HS-grad,Other-service
18,Male,1,Some-college,Sales
42,Male,1,Masters,Craft-repair
24,Male,0,HS-grad,Other-service
33,Male,0,Masters,Sales
41,Female,0,Bachelors,Other-service
18,Male,0,Bachelors,Adm-clerical
42,Male,0,HS-grad,Prof-specialty
64,Female,0,Some-college,Sales
33,Male,0,HS-grad,Adm-clerical
42,Male,0,HS-grad,Sales
52,Male,0,HS-grad,Sales
37,Male,0,HS-grad,Craft-repair
31,Male,1,HS-grad,Sales
18,Female,0,Bachelors,Adm-clerical
47,Male,0,Some-college,Tech-support
38,Female,0,HS-grad,Tech-support
26,Female,0,Assoc,Prof-specialty
41,Female,0,Some-college,Prof-specialty
31,Male,1,Assoc,Exec-managerial
32,Male,0,Bachelors,Exec-managerial
47,Male,1,HS-grad,Tech-support
22,Male,0,Assoc,Craft-repair
53,Male,0,Assoc,Exec-managerial
21,Male,0,Bachelors,Craft-repair
30,Female,0,Some-college,Sales
64,Male,0,Some-college,Tech-support
54,Female,1,Some-college,Craft-repair
40,Female,0,Masters,Craft-repair
27,Female,0,Some-college,Adm-clerical
32,Female,0,HS-grad,Craft-repair
40,Male,0,HS-grad,Exec-managerial
39,Male,1,HS-grad,Sales
38,Female,0,HS-grad,Prof-specialty
39,Male,0,Some-college,Adm-clerical
36,Female,0,Assoc,Prof-specialty
20,Female,0,HS-grad,Sales
32,Female,1,HS-grad,Exec-managerial
51,Female,1,HS-grad,Craft-repair
21,Female,0,Some-college,Sales
37,Female,0,Bachelors,Adm-clerical
28,Female,1,Some-college,Tech-support
40,Female,0,Doctorate,Tech-support
34,Male,1,Doctorate,Other-service
58,Female,1,Masters,Adm-clerical
46,Female,0,Masters,Adm-clerical
22,Male,0,Some-college,Tech-support
48,Female,1,Bachelors,Prof-specialty
29,Male,1,Some-college,Exec-managerial
31,Female,0,Masters,Prof-specialty
43,Male,0,HS-grad,Adm-clerical
33,Male,0,HS-grad,Sales
51,Male,0,HS-grad,Other-service
29,Male,1,Bachelors,Sales
31,Female,0,Bachelors,Prof-specialty
30,Female,0,HS-grad,Other-service
32,Female,0,Some-college,Sales
53,Male,1,Some-college,Adm-clerical
47,Female,0,Masters,Sales
61,Female,0,HS-grad,Adm-clerical
68,Male,1,HS-grad,Craft-repair
26,Female,1,Bachelors,Prof-specialty
40,Female,1,Bachelors,Craft-repair
24,Male,0,Masters,Adm-clerical
29,Female,1,Bachelors,Prof-specialty
31,Male,1,Assoc,Craft-repair
25,Male,0,HS-grad,Prof-specialty
25,Male,0,Some-college,Craft-repair
37,Female,0,Doctorate,Sales
23,Female,0,HS-grad,Other-service
50,Male,1,Masters,Adm-clerical
27,Male,0,HS-grad,Sales
75,Male,0,Some-college,Adm-clerical
33,Female,1,HS-grad,Exec-managerial
40,Female,1,Bachelors,Exec-managerial
22,Female,0,Masters,Craft-repair
61,Female,1,HS-grad,Adm-clerical
54,Female,1,HS-grad,Sales
43,Male,0,Some-college,Sales
21,Female,0,HS-grad,Other-service
42,Male,1,Some-college,Other-service
24,Male,0,Doctorate,Exec-managerial
58,Female,0,HS-grad,Adm-clerical
50,Male,0,Some-college,Adm-clerical
40,Male,1,Some-college,Prof-specialty
18,Female,0,HS-grad,Tech-support
26,Female,0,HS-grad,Craft-repair
48,Male,0,Bachelors,Craft-repair
55,Male,1,Bachelors,Exec-managerial
53,Male,0,Masters,Other-service
18,Male,0,Some-college,Exec-managerial
43,Female,0,Bachelors,Sales
52,Male,0,Assoc,Prof-specialty
18,Male,0,Assoc,Exec-managerial
39,Male,1,Assoc,Exec-managerial
43,Male,1,HS-grad,Sales
35,Male,1,Doctorate,Sales
18,Male,1,Masters,Exec-managerial
35,Female,0,Masters,Craft-repair
35,Male,0,Bachelors,Adm-clerical
37,Female,0,Doctorate,Adm-clerical
32,Male,1,Some-college,Adm-clerical
33,Male,0,Bachelors,Craft-repair
38,Male,0,Bachelors,Sales
45,Female,0,Bachelors,Tech-support
35,Male,1,Masters,Sales
34,Female,0,HS-grad,Sales
40,Female,0,Some-college,Other-service
18,Female,0,Some-college,Other-service
45,Male,0,Bachelors,Craft-repair
39,Female,0,Bachelors,Adm-clerical
40,Male,1,Masters,Adm-clerical
51,Female,0,Masters,Other-service
18,Male,0,Bachelors,Adm-clerical
18,Male,0,HS-grad,Exec-managerial
43,Male,1,Bachelors,Prof-specialty
39,Male,0,Assoc,Prof-specialty
41,Male,0,Bachelors,Prof-specialty
33,Male,0,Assoc,Sales
48,Male,1,Doctorate,Prof-specialty
51,Female,0,Some-college,Tech-support
45,Female,0,Bachelors,Adm-clerical
36,Male,0,Some-college,Tech-support
18,Male,0,Some-college,Prof-specialty
49,Male,0,HS-grad,Craft-repair
55,Male,0,HS-grad,Other-service
47,Female,0,HS-grad,Other-service
28,Male,1,Bachelors,Tech-support
48,Male,1,HS-grad,Other-service
50,Male,1,Some-college,Exec-managerial
59,Male,0,Some-college,Craft-repair
28,Male,0,Some-college,Craft-repair
36,Male,0,Assoc,Tech-support
49,Male,0,Some-college,Tech-support
40,Female,1,HS-grad,Other-service
24,Male,1,Doctorate,Tech-support
44,Male,1,Masters,Prof-specialty
47,Female,0,Bachelors,Adm-clerical
40,Female,1,Masters,Craft-repair
42,Male,0,HS-grad,Prof-specialty
36,Female,0,Masters,Sales
58,Male,1,HS-grad,Craft-repair
27,Female,0,Some-college,Other-service
31,Female,1,HS-grad,Sales
39,Male,0,Masters,Craft-repair
50,Female,0,HS-grad,Other-service
20,Female,0,HS-grad,Prof-specialty
22,Male,0,HS-grad,Sales
18,Male,1,Bachelors,Exec-managerial
39,Female,0,HS-grad,Exec-managerial
24,Male,0,Some-college,Adm-clerical
34,Male,0,Some-college,Prof-specialty
48,Male,1,Masters,Sales
31,Female,0,HS-grad,Other-service
42,Female,0,Assoc,Other-service
35,Male,0,HS-grad,Adm-clerical
48,Male,0,HS-grad,Other-service
45,Female,0,HS-grad,Adm-clerical
30,Male,0,HS-grad,Adm-clerical
37,Female,0,Some-college,Sales
53,Male,0,HS-grad,Other-service
44,Male,0,Assoc,Other-service
21,Male,0,Some-college,Tech-support
48,Male,0,HS-grad,Craft-repair
25,Female,1,Some-college,Adm-clerical
57,Male,1,HS-grad,Adm-clerical
52,Female,0,HS-grad,Prof-specialty
43,Male,0,HS-grad,Prof-specialty
41,Male,0,HS-grad,Adm-clerical
36,Female,0,HS-grad,Prof-specialty
48,Female,0,Assoc,Prof-specialty
34,Female,0,Bachelors,Sales
42,Female,0,Assoc,Exec-managerial
50,Female,0,HS-grad,Craft-repair
32,Male,0,Assoc,Sales
31,Male,0,Some-college,Sales
23,Male,1,HS-grad,Craft-repair
25,Male,0,Masters,Adm-clerical
18,Male,0,HS-grad,Other-service
48,Female,0,Some-college,Sales
63,Male,1,Masters,Craft-repair
58,Male,1,Bachelors,Prof-specialty
18,Male,0,Some-college,Prof-specialty
48,Male,0,Some-college,Adm-clerical
57,Male,0,HS-grad,Craft-repair
33,Male,0,Doctorate,Other-service
40,Male,0,HS-grad,Prof-specialty
18,Female,0,HS-grad,Craft-repair
42,Male,0,HS-grad,Sales
25,Female,1,Assoc,Prof-specialty
42,Female,1,Masters,Prof-specialty
19,Male,0,Some-college,Craft-repair
46,Female,1,Doctorate,Adm-clerical
52,Male,0,HS-grad,Craft-repair
29,Female,0,Assoc,Other-service
24,Male,0,HS-grad,Prof-specialty
18,Female,0,Some-college,Tech-support
36,Male,0,HS-grad,Adm-clerical
31,Female,0,Doctorate,Sales
19,Female,0,Assoc,Prof-specialty
45,Female,1,Bachelors,Sales
33,Male,0,HS-grad,Exec-managerial
25,Male,0,HS-grad,Prof-specialty
32,Male,0,Some-college,Adm-clerical
53,Female,1,HS-grad,Adm-clerical
47,Male,1,HS-grad,Sales
37,Female,0,Bachelors,Adm-clerical
47,Male,0,Bachelors,Adm-clerical
24,Male,0,Assoc,Other-service
39,Female,0,Some-college,Craft-repair
41,Male,1,Some-college,Prof-specialty
33,Male,0,Some-college,Tech-support
45,Female,0,HS-grad,Sales
29,Female,0,Bachelors,Adm-clerical
46,Female,0,Masters,Prof-specialty
46,Female,0,HS-grad,Prof-specialty
18,Female,0,HS-grad,Exec-managerial
54,Male,0,Assoc,Sales
18,Female,0,Some-college,Other-service
31,Male,1,Some-college,Adm-clerical
52,Male,0,Bachelors,Adm-clerical
35,Male,1,Bachelors,Sales
20,Male,0,HS-grad,Exec-managerial
25,Female,0,Masters,Sales
52,Female,0,Assoc,Adm-clerical
18,Female,0,HS-grad,Adm-clerical
54,Male,1,HS-grad,Sales
38,Male,0,Bachelors,Other-service
23,Female,0,Bachelors,Adm-clerical
31,Female,0,Some-college,Tech-support
26,Male,1,Some-college,Exec-managerial
50,Female,1,Bachelors,Adm-clerical
49,Male,1,Some-college,Prof-specialty
18,Female,0,HS-grad,Craft-repair
34,Female,0,HS-grad,Sales
28,Female,0,Some-college,Craft-repair
56,Female,0,Assoc,Prof-specialty
21,Female,0,Bachelors,Craft-repair
60,Male,0,Some-college,Tech-support
39,Female,0,Assoc,Other-service
24,Male,0,Some-college,Exec-managerial
30,Female,1,Some-college,Exec-managerial
29,Female,0,HS-grad,Other-service
22,Female,0,Bachelors,Adm-clerical
40,Female,0,Bachelors,Tech-support
23,Female,0,Masters,Prof-specialty
18,Female,0,HS-grad,Other-service
34,Male,0,Some-college,Craft-repair
18,Male,0,HS-grad,Craft-repair
29,Male,0,Doctorate,Exec-managerial
27,Female,0,HS-grad,Adm-clerical
28,Male,0,Bachelors,Craft-repair
65,Male,0,Bachelors,Other-service
40,Female,0,HS-grad,Craft-repair
42,Female,0,Some-college,Adm-clerical
18,Male,0,HS-grad,Craft-repair
30,Male,0,Bachelors,Exec-managerial
42,Female,1,Doctorate,Prof-specialty
26,Female,0,Some-college,Adm-clerical
51,Male,1,Doctorate,Sales
23,Female,1,HS-grad,Tech-support
35,Male,1,Some-college,Craft-repair
31,Male,0,Assoc,Sales
41,Male,1,Assoc,Exec-managerial
31,Male,1,HS-grad,Exec-managerial
35,Female,0,Bachelors,Other-service
36,Male,0,Assoc,Other-service
29,Male,1,Masters,Exec-managerial
45,Male,1,Bachelors,Prof-specialty
42,Female,0,HS-grad,Craft-repair
38,Female,0,HS-grad,Prof-specialty
33,Female,1,Bachelors,Sales
49,Female,0,Some-college,Adm-clerical
36,Male,1,HS-grad,Other-service
35,Male,0,HS-grad,Sales
40,Male,0,Some-college,Adm-clerical
61,Male,0,Some-college,Tech-support
22,Female,0,Some-college,Sales
49,Female,0,Some-college,Craft-repair
18,Female,1,HS-grad,Prof-specialty
42,Female,1,Assoc,Tech-support
59,Female,0,Bachelors,Other-service
45,Female,0,HS-grad,Craft-repair
41,Female,0,Some-college,Sales
32,Male,1,Some-college,Tech-support
39,Female,0,Bachelors,Other-service
36,Female,0,Bachelors,Adm-clerical
29,Female,1,Bachelors,Prof-specialty
35,Male,0,Bachelors,Tech-support
42,Male,0,HS-grad,Adm-clerical
29,Female,1,HS-grad,Exec-managerial
29,Female,0,HS-grad,Prof-specialty
21,Male,0,Some-college,Prof-specialty
44,Male,1,Some-college,Sales
46,Male,0,Bachelors,Adm-clerical
42,Male,0,HS-grad,Sales
52,Male,0,Bachelors,Craft-repair
40,Male,0,HS-grad,Tech-support
44,Female,0,Some-college,Exec-managerial
43,Male,1,Bachelors,Adm-clerical
38,Female,0,HS-grad,Other-service
32,Male,0,Some-college,Sales
68,Female,1,Some-college,Exec-managerial
33,Female,1,Bachelors,Craft-repair
30,Male,1,HS-grad,Prof-specialty
45,Male,0,Assoc,Other-service
42,Female,1,Doctorate,Craft-repair
21,Male,0,Masters,Other-service
54,Female,0,HS-grad,Exec-managerial
38,Female,0,Bachelors,Sales
25,Male,0,HS-grad,Exec-managerial
54,Female,1,Assoc,Adm-clerical
47,Female,1,Some-college,Other-service
23,Male,0,HS-grad,Craft-repair
62,Female,0,HS-grad,Other-service
48,Female,0,Masters,Adm-clerical
39,Female,0,Assoc,Craft-repair
60,Male,0,Some-college,Other-service
41,Female,1,Some-college,Sales
39,Female,0,Masters,Craft-repair
30,Male,0,Masters,Prof-specialty
47,Female,1,Masters,Craft-repair
45,Female,0,Some-college,Tech-support
39,Male,1,Bachelors,Adm-clerical
29,Male,1,Assoc,Prof-specialty
41,Female,0,HS-grad,Adm-clerical
38,Male,1,Some-college,Sales
22,Male,0,HS-grad,Other-service
20,Female,0,Some-college,Tech-support
46,Male,1,Masters,Exec-managerial
18,Male,0,HS-grad,Craft-repair
42,Male,0,Some-college,Adm-clerical
33,Male,1,HS-grad,Tech-support
56,Male,1,Assoc,Adm-clerical
33,Male,1,Masters,Prof-specialty
48,Male,0,Some-college,Exec-managerial
34,Male,0,Bachelors,Other-service
40,Male,0,HS-grad,Prof-specialty
49,Male,1,Masters,Prof-specialty
33,Male,0,Bachelors,Other-service
52,Female,0,HS-grad,Other-service
26,Female,0,Doctorate,Prof-specialty
43,Male,0,HS-grad,Sales
51,Female,1,Bachelors,Prof-specialty
48,Male,0,HS-grad,Exec-managerial
64,Male,0,Bachelors,Adm-clerical
29,Male,0,HS-grad,Sales
21,Female,0,HS-grad,Sales
26,Male,0,Some-college,Adm-clerical
48,Female,0,Doctorate,Craft-repair
45,Male,1,HS-grad,Sales
40,Female,0,Bachelors,Adm-clerical
24,Male,1,Some-college,Sales
49,Male,1,Masters,Sales
23,Male,1,HS-grad,Exec-managerial
54,Male,1,Bachelors,Craft-repair
75,Female,1,Doctorate,Exec-managerial
44,Female,0,Some-college,Exec-managerial
47,Female,1,Some-college,Prof-specialty
33,Male,0,Assoc,Sales
18,Male,0,Some-college,Tech-support
31,Female,0,Some-college,Adm-clerical
25,Female,1,HS-grad,Sales
20,Female,0,Masters,Craft-repair
61,Male,0,Assoc,Tech-support
43,Female,0,Bachelors,Adm-clerical
44,Female,0,Bachelors,Prof-specialty
35,Female,0,Some-college,Prof-specialty
37,Female,0,HS-grad,Exec-managerial
52,Female,0,HS-grad,Other-service
39,Female,0,HS-grad,Adm-clerical
46,Male,0,HS-grad,Adm-clerical
36,Male,1,Bachelors,Sales
35,Female,0,HS-grad,Prof-specialty
21,Male,0,HS-grad,Craft-repair
18,Male,0,Some-college,Craft-repair
36,Male,0,HS-grad,Adm-clerical
40,Male,1,HS-grad,Tech-support
22,Female,0,HS-grad,Prof-specialty
39,Male,0,HS-grad,Craft-repair
40,Male,0,Some-college,Exec-managerial
18,Male,0,Masters,Other-service
27,Female,0,Assoc,Other-service
44,Female,1,Masters,Adm-clerical
44,Female,0,Bachelors,Sales
24,Male,0,Assoc,Adm-clerical
41,Male,0,Some-college,Craft-repair
52,Female,0,Bachelors,Tech-support
49,Male,0,Some-college,Other-service
38,Female,0,HS-grad,Adm-clerical
33,Female,0,Some-college,Tech-support
31,Male,0,HS-grad,Sales
45,Male,1,Masters,Sales
42,Male,1,HS-grad,Sales
47,Male,1,Bachelors,Prof-specialty
41,Male,0,Assoc,Other-service
50,Male,0,Some-college,Craft-repair
40,Female,0,HS-grad,Prof-specialty
49,Male,1,Some-college,Craft-repair
50,Male,0,Some-college,Tech-support
29,Female,0,Doctorate,Adm-clerical
18,Female,0,Bachelors,Exec-managerial
59,Female,1,Bachelors,Sales
42,Female,0,Some-college,Craft-repair
18,Male,0,Bachelors,Craft-repair
30,Female,0,Bachelors,Craft-repair
49,Male,0,HS-grad,Sales
35,Female,0,HS-grad,Craft-repair
32,Female,0,HS-grad,Exec-managerial
57,Female,0,Some-college,Prof-specialty
25,Female,0,Assoc,Other-service
29,Male,1,Bachelors,Sales
42,Female,0,Some-college,Craft-repair
44,Female,0,Assoc,Other-service
45,Female,1,HS-grad,Tech-support
51,Female,0,HS-grad,Sales
42,Male,1,Assoc,Prof-specialty
45,Male,0,Assoc,Adm-clerical
36,Female,1,Bachelors,Sales
40,Male,0,HS-grad,Prof-specialty
40,Male,1,Doctorate,Craft-repair
42,Male,0,Masters,Adm-clerical
49,Male,1,Bachelors,Craft-repair
46,Female,0,HS-grad,Prof-specialty
40,Male,0,Some-college,Adm-clerical
28,Male,0,Masters,Sales
40,Female,1,Assoc,Tech-support
39,Male,0,Bachelors,Craft-repair
42,Male,0,Some-college,Adm-clerical
68,Female,1,Bachelors,Adm-clerical
32,Male,1,Some-college,Exec-managerial
44,Male,1,Some-college,Tech-support
53,Male,0,HS-grad,Prof-specialty
40,Male,1,HS-grad,Tech-support
69,Male,0,Masters,Other-service
34,Male,0,HS-grad,Craft-repair
43,Male,0,HS-grad,Sales
29,Female,1,Assoc,Prof-specialty
34,Female,0,Bachelors,Prof-specialty
42,Male,0,HS-grad,Exec-managerial
50,Male,0,HS-grad,Exec-managerial
43,Female,1,Masters,Sales
55,Male,1,Some-college,Prof-specialty
38,Male,1,Some-college,Craft-repair
35,Male,0,Some-college,Adm-clerical
74,Female,0,HS-grad,Prof-specialty
44,Male,1,Bachelors,Sales
30,Female,1,HS-grad,Prof-specialty
30,Female,0,Some-college,Adm-clerical
27,Male,0,HS-grad,Craft-repair
51,Male,0,HS-grad,Sales
34,Female,0,HS-grad,Sales
41,Male,0,Assoc,Adm-clerical
38,Male,0,HS-grad,Prof-specialty
49,Female,0,HS-grad,Exec-managerial
28,Female,0,HS-grad,Sales
25,Male,0,Bachelors,Adm-clerical
42,Male,1,Some-college,Prof-specialty
47,Female,0,Assoc,Other-service
43,Male,0,Bachelors,Exec-managerial
28,Male,0,Some-college,Exec-managerial
48,Male,1,Bachelors,Adm-clerical
29,Male,0,HS-grad,Adm-clerical
32,Female,1,Doctorate,Other-service
27,Female,0,Doctorate,Other-service
56,Female,0,HS-grad,Adm-clerical
47,Male,0,Bachelors,Other-service
47,Male,0,HS-grad,Craft-repair
55,Male,0,Some-college,Prof-specialty
75,Female,1,Masters,Sales
18,Male,0,Assoc,Exec-managerial
29,Female,1,Some-college,Prof-specialty
31,Female,0,Bachelors,Prof-specialty
28,Female,0,Bachelors,Craft-repair
25,Male,0,HS-grad,Other-service
35,Female,0,Bachelors,Craft-repair
23,Male,0,Bachelors,Adm-clerical
43,Male,0,Masters,Other-service
40,Male,0,Doctorate,Exec-managerial
45,Female,1,HS-grad,Exec-managerial
46,Male,0,HS-grad,Craft-repair
47,Male,0,HS-grad,Adm-clerical
34,Female,0,HS-grad,Craft-repair
67,Male,1,Some-college,Exec-managerial
42,Male,0,Assoc,Prof-specialty
18,Female,0,Some-college,Exec-managerial
26,Male,1,Bachelors,Tech-support
18,Female,0,Some-college,Other-service
39,Female,0,HS-grad,Craft-repair
37,Male,1,Masters,Other-service
33,Female,1,Bachelors,Tech-support
65,Female,0,Some-college,Other-service
46,Female,1,Assoc,Sales
48,Female,1,Some-college,Craft-repair
27,Female,0,HS-grad,Craft-repair
26,Male,0,Some-college,Other-service
39,Female,1,Bachelors,Prof-specialty
41,Female,0,Some-college,Other-service
